Accession Code (sample#),Lake Name, DEC Code,Date,Z max (m),Sample Type,Sample Z (m),Sample Layer,Secchi (m),Conductivity (umhos),pH air eq,ANC (ueq/L),NH4-N (ug N/L),NH4+ (mg/L),NH4+ (ueq/L),DIC (mg/L),DOC (mg/L),F (mg/L),Cl (mg/L),Cl (ueq/L),NO3-N (mg N/L),NO3- (mg/L),NO3- (ueq/L),SO4-S (mg S/L),SO4-- (mg/L),SO4-- (ueq/L),Total P (ug/L),MRP    (ug P/L),TFP (ug/L),TN (mg/L),Chla (ug/L),Si (mg/l),Dissolved Silica SiO2 (mg/l),Na (mg/L),Na (ueq/L),K (mg/L),K (ueq/L),Fe (mg/L),Mg (mg/L),Mg (ueq/L),Ca (mg/L),Ca (ueq/L),Total Al (ug/L),Total mono Al (ug/L),Nonlabile mono Al (ug/L),Labile mono Ali (ug/L),Hydrologic Type,Watershed,Watershed area (ha),lake volume (m3),WA/SA ratio,surface area (ha),surface area (m2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10446093,Squash,040754,4-Aug-04,4.70,G,4.00,Yh,1.90,22.10,6.63,93.09,830.80,1.07,58.76,8.37,10.72,0.01,0.32,8.82,0.01,0.06,0.89,0.77,2.30,46.08,37.92,12.40,8.10,2.34,96.32,2.22,4.75,0.42,18.23,0.40,10.00,3.71,0.20,16.65,1.12,54.68,923.29,184.19,142.63,41.55,TDH,black,41.3,45178.0,12.50,3.30,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10546007,Squash,040754,13-Jul-05,5.30,G,4.00,Yh,1.50,23.30,6.31,67.31,616.00,0.79,43.57,8.52,11.11,0.03,0.85,23.72,0.01,0.06,0.89,0.61,1.82,36.42,45.15,15.67,9.14,2.49,135.91,1.76,3.77,0.49,20.86,0.44,10.95,4.84,0.17,14.19,1.26,61.94,1131.04,215.49,184.65,30.84,TDH,black,41.3,45178.0,12.50,3.30,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10546093,Squash,040754,10-Aug-05,4.70,G,4.00,Yh,1.60,26.10,6.50,87.81,802.00,1.03,56.73,9.57,15.74,0.04,0.48,13.52,0.01,0.06,0.89,0.60,1.79,35.88,53.57,43.20,11.71,2.81,96.01,2.61,5.59,0.86,36.85,,,5.60,0.18,14.43,1.39,67.91,1195.61,226.85,196.38,30.46,TDH,black,41.3,45178.0,12.50,3.30,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10646008,Squash,040754,14-Jul-06,5.00,G,4.00,Yh,1.70,21.50,5.75,32.38,449.00,0.58,31.76,8.33,10.37,0.01,0.53,14.73,0.01,0.06,0.89,0.79,2.36,47.10,34.66,15.15,3.65,2.09,52.99,2.14,4.58,0.50,21.67,0.41,10.15,5.62,0.15,12.22,1.08,52.68,1121.92,203.08,160.39,42.69,TDH,black,41.3,45178.0,12.50,3.30,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10646093,Squash,040754,11-Aug-06,4.80,G,4.00,Yh,1.60,17.30,5.76,32.47,677.00,0.87,47.88,9.09,8.05,0.01,0.40,11.23,0.01,0.06,0.89,0.76,2.29,45.72,33.68,14.87,3.65,2.08,96.01,1.93,4.13,0.45,19.35,0.36,8.88,5.08,0.14,11.81,1.21,59.19,1162.37,208.34,157.91,50.43,TDH,black,41.3,45178.0,12.50,3.30,33000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446820,Squaw,040850,28-Jun-94,5.8,I,5.0,N,5.35,22.00,5.86,6.15,25.00,0.03,1.77,2.23,2.22,,0.36,10.08,0.26,1.14,18.28,1.52,4.56,91.20,3.90,1.20,2.70,0.40,2.39,0.53,1.13,0.36,15.48,0.23,5.75,0.05,0.41,33.70,2.44,119.41,76.00,28.00,11.00,17.00,TDL,black,177.4,1249291.0,4.90,36.4,364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446907,Squaw,040850,2-Aug-94,6.0,I,5.0,N,2.30,20.00,5.85,15.20,25.00,0.03,1.77,,3.06,,0.43,12.04,0.12,0.53,8.50,1.59,4.77,95.40,5.10,2.40,1.90,0.40,3.91,0.32,0.68,0.37,15.91,0.21,5.25,0.11,0.41,33.62,2.18,106.94,44.00,9.00,6.00,3.00,TDL,black,177.4,1249291.0,4.90,36.4,364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9446996,Squaw,040850,31-Aug-94,5.9,I,5.0,N,3.60,23.00,5.91,51.70,5.00,0.01,0.35,0.41,2.63,,0.46,12.88,0.11,0.47,7.58,1.68,5.04,100.80,,4.50,,0.29,3.47,0.15,0.32,0.36,15.48,0.22,5.50,0.05,0.42,34.69,2.54,124.35,30.00,6.00,6.00,0.00,TDL,black,177.4,1249291.0,4.90,36.4,364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546857,Squaw,040850,20-Jun-95,5.9,I,5.0,N,,19.00,6.00,7.30,40.00,0.05,2.83,0.71,2.32,,0.55,15.51,0.23,1.01,16.09,1.88,5.64,112.80,11.10,3.00,2.50,0.64,0.99,0.41,0.88,0.50,21.50,0.31,7.75,0.05,0.46,37.72,1.94,94.97,61.00,8.00,0.00,8.00,TDL,black,177.4,1249291.0,4.90,36.4,364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546890,Squaw,040850,8-Aug-95,6.0,I,5.0,N,3.50,18.00,6.02,9.10,30.00,0.04,2.12,0.70,,,0.38,10.75,0.07,0.32,5.17,1.30,3.89,77.72,,4.71,3.00,0.40,4.10,0.05,0.11,0.44,18.92,0.23,5.75,0.05,0.46,37.72,2.01,98.25,37.00,13.00,0.00,13.00,TDL,black,177.4,1249291.0,4.90,36.4,364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546984,Squaw,040850,14-Sep-95,5.2,I,4.0,N,2.40,16.00,6.13,14.70,5.00,0.01,0.35,0.72,2.59,,0.42,11.76,0.02,0.10,1.63,1.35,4.04,80.82,7.86,4.11,2.58,,5.30,0.05,0.11,0.47,20.21,0.26,6.50,0.05,0.44,36.08,1.82,89.05,68.00,7.00,2.00,5.00,TDL,black,177.4,1249291.0,4.90,36.4,364000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
